"chr","start","end","width","nCpGs","minFDR","Stouffer","maxdiff","meandiff","overlapping_genes"
"chr1",94551852,94552577,726,3,0.00657324661923783,0.00113605369827555,-0.00488270275220313,-0.00349159951886446,""
"chr3",136957422,136958004,583,4,0.00657653716609355,0.00136334026565075,-0.00645031113480017,-0.0026298695824894,"IL20RB"
"chr6",122007807,122008980,1174,5,0.00657968839589222,0.000464849903100555,-0.00692327636860308,-0.00512142831413121,""
"chr15",101382351,101382622,272,2,0.00658550238702109,0.0041612156315874,-0.00765668155781087,-0.00443890212340155,"PCSK6"
"chr3",193778844,193779018,175,2,0.00658990033606046,0.00323773444720056,-0.00759868596877466,-0.00435368092297696,"AC069421.3"
"chr5",126490693,126491660,968,3,0.0065943835020635,0.00195209617288527,-0.00773132949731203,-0.00661741450867088,"GRAMD2B, AC093535.1"
"chr2",147990149,147990255,107,2,0.00659967396156148,0.0107396867752998,-0.00663275613801811,-0.00372901319934841,"ORC4"
"chr8",129948163,129948572,410,2,0.00660829689327614,0.00168435947295296,-0.00723051118148476,-0.00707701033712155,"AC022973.3, CYRIB"
"chr11",12008191,12008917,727,9,0.00661045277742479,0.000526651001578034,0.00557156237897385,0.000294194914261339,"DKK3"
"chr7",80078416,80078455,40,2,0.00662397895280271,0.00164725862827717,-0.00809808086820642,-0.00780088418854102,"GNAI1"
"chr6",155418216,155418701,486,3,0.00662912023915515,0.0012342276261886,-0.010896481146368,-0.00754238986831166,"NOX3"
"chr15",69466353,69466928,576,2,0.00663161701231401,0.00451835532751405,-0.00709821635221735,-0.00421412866524847,"DRAIC"
"chr15",62135350,62135697,348,2,0.00663498906551072,0.00219363485523804,-0.00617169063358041,-0.00498455467156745,""
"chr10",112956804,112957005,202,2,0.00663595333087656,0.00265725835037575,-0.00522632033943394,-0.00437473304150472,"TCF7L2"
"chr2",127673363,127674436,1074,4,0.00664053712655835,0.000377046107394372,-0.00580976117162724,-0.00489543111559336,"LIMS2"
"chr2",100958188,100958550,363,2,0.00664076013670843,0.00813608181605285,-0.00894284765833707,-0.00556725612631219,"NPAS2"
"chr5",137498605,137499188,584,7,0.00664259594718276,0.000515354598510714,0.00310271932310036,0.00207540200504834,"SPOCK1"
"chr11",66676166,66676403,238,2,0.00665638879928252,0.00199195164297617,0.00487788796271452,0.00395010954265854,"RBM4B"
"chr6",30102003,30102626,624,13,0.00665853732176013,0.00125271775168953,0.00737276845382226,0.00279770556753281,""
"chr6",25193063,25193207,145,2,0.00665858807817473,0.00192638521545836,-0.00693768301988743,-0.00672734810866788,"CMAHP"
"chr12",25089653,25090012,360,2,0.00666274079811665,0.0643912843585149,-0.00733666614625354,-0.00383001467672944,"IRAG2"
"chr12",53451822,53452007,186,6,0.00666721602025915,0.00191563463871162,-0.0013265657362746,-0.000477248611361903,"AC023509.1"
"chr8",1269933,1270276,344,2,0.00667342193264956,0.00308394757885373,-0.0074386941366843,-0.00606769287232181,"DLGAP2"
"chr9",125241843,125242494,652,4,0.00668143165724575,0.00128514304753385,0.0052766136990414,0.00303441675687301,"AL354710.2"
"chr15",63502147,63502536,390,2,0.00668246705858531,0.00248614718867755,-0.00635798513554673,-0.00376201532222736,"AC007950.2"
"chr11",1010712,1012101,1390,7,0.00670137827376928,0.000200733578208415,0.00274329447484496,0.00166434052122746,"AP2A2"
"chr19",16659613,16659981,369,5,0.0067269726535995,0.00154648373729121,0.00460869699227763,0.00100535115410806,"AC008764.4, SMIM7"
"chr9",7961008,7961264,257,3,0.0067269726535995,0.00213188724959408,-0.00537754593638502,-0.00363895360034868,"AL135923.2"
"chr11",65423354,65424236,883,4,0.00673893757911985,0.00102048615221793,-0.00949431562948981,-0.00773095060365265,"NEAT1, AP000944.4, AP000944.3, AP000944.2"
"chr18",77101445,77102695,1251,4,0.00674486016562132,0.000449304367994893,-0.00907910402571678,-0.00712985861778248,"MBP"
"chr11",118621748,118622681,934,4,0.00674927178426193,0.000779560412096461,0.00530203732163898,0.00416971627692732,"PHLDB1"
"chr7",33669237,33669717,481,2,0.00675930956491161,0.00135684436920959,-0.00732313614943929,-0.00664673015832499,"BBS9"
"chr4",73740390,73740748,359,4,0.00676372325944801,0.000536076880487944,-0.00684079318159889,-0.0048876768175688,"CXCL8"
"chr13",24459617,24460204,588,4,0.00677774841081715,0.00223762417147842,-0.00794090262797201,-0.00475805498634282,"TPTE2P6, PARP4"
"chr8",102862171,102862670,500,2,0.00679403731629337,0.00225798782666899,0.00845946590519973,0.00597435448457066,"AZIN1"
"chr1",2132360,2133002,643,5,0.00680433243458442,0.00391614222703471,0.00760168407313379,0.00441623440435654,"PRKCZ"
"chr3",196142188,196142920,733,5,0.00680433243458442,0.0079338326258595,-0.00386066531484983,-0.00145002634262326,"LINC00885"
"chr15",29687261,29687686,426,2,0.00680690026906719,0.0033001827217368,-0.00585750224073434,-0.00334537998578549,""
"chr1",156002953,156003495,543,3,0.00681441252913844,0.00187559354827704,-0.00660387861183696,-0.00452970053500943,"AL355388.2, ARHGEF2"
"chr14",22976785,22977037,253,3,0.00683511563730662,0.00124300473510892,-0.00728386305398159,-0.0053825173427339,"AL132780.3, AJUBA"
"chr1",118118523,118118677,155,2,0.0068395599309818,0.00146083283714231,-0.00815840984146404,-0.00811221308394032,"SPAG17"
"chr21",28228482,28228816,335,3,0.00684953412813221,0.00343350439307694,-0.00690300655717362,-0.00308569769198524,"LINC01695"
"chr17",64262025,64262293,269,2,0.00685039723782115,0.00293927986891574,-0.00307040536673129,-0.00306688316826868,"TEX2"
"chr15",53759042,53759704,663,8,0.00688123704753141,0.000419464643178882,0.00674040725993485,0.00309891799654977,"WDR72"
"chr1",88150480,88150895,416,3,0.00688123704753141,0.00275055565972602,-0.00670598454000276,-0.00523684970723933,"PKN2-AS1"
"chr10",5611985,5612162,178,2,0.00688597532797501,0.00152545560830162,-0.00551240089152193,-0.00446944031025363,"LASTR"
"chr10",88851847,88852154,308,6,0.00689641837470789,0.00412006767642834,-0.00739834240157519,-0.00313825102419797,""
"chr12",110548997,110549059,63,2,0.00690285704543314,0.00178140790062956,-0.0071184330532074,-0.00515627041473259,"PPTC7"
"chr2",64332138,64332690,553,4,0.00690425266696191,0.00173772740301145,-0.00674175548163699,-0.00259633237019265,"AC114752.1"
"chr15",33242668,33242955,288,2,0.00690844579491186,0.103967632741296,-0.00797630055170068,-0.00396168717389005,"TMCO5B"
"chr4",61772097,61772499,403,2,0.00692160210091872,0.0203913638167141,-0.00659985569523744,-0.00316519708821313,"ADGRL3"
"chr6",30171701,30172640,940,20,0.00692292481114153,0.000438169783543989,0.00864243379937179,0.00229298284062152,"TRIM15"
"chr3",71168050,71168519,470,3,0.00692652201872203,0.00867462305767243,-0.00526924006754934,-0.00337480663614133,"FOXP1, AC097634.4"
"chr6",1312587,1313260,674,4,0.00692928516067116,0.00301422798746343,0.00664976998163756,0.0035109381870394,"FOXQ1"
"chr5",67050506,67051336,831,2,0.00694042013624897,0.0012342276261886,-0.00542638125327369,-0.0033695540546082,"MAST4"
"chr13",37869875,37870876,1002,11,0.00694047512258137,0.00257993425062213,0.0055165281566868,0.00177290655025499,"AL356495.1"
"chr18",24214800,24215109,310,2,0.00694211994879532,0.00417266388539148,-0.00737949900050935,-0.0053313215180797,"OSBPL1A"
"chr6",159044493,159045030,538,3,0.00694464809413615,0.000841957473036236,-0.00925174385941227,-0.00728494927362133,"AL035530.2, TAGAP, AL035530.1"
"chr5",90585485,90585825,341,2,0.00694522176712535,0.00144452572585985,-0.00584639569533602,-0.00487221960187992,"ADGRV1"
"chr15",68058127,68058210,84,2,0.0069682766250593,0.00169912325919249,-0.00795989344200436,-0.00726189196429901,"PIAS1"
"chr2",109335809,109335811,3,2,0.00697121381321996,0.00159930606903764,-0.00905600833558889,-0.00765718328842253,"SH3RF3"
"chr6",22146953,22147853,901,6,0.00697430783939413,0.000223239242879519,0.00757853623861294,0.00661319922257192,"CASC15, NBAT1"
"chr20",56826862,56826958,97,2,0.00697528267372186,0.00197018659666622,-0.00734683894875495,-0.00712262542380515,""
"chr10",32056069,32056938,870,10,0.00697641582126532,0.0669765525464668,-0.00397674892971305,-0.00102629932900332,"Y_RNA, KIF5B"
"chr1",174874385,174874833,449,7,0.00697641582126532,0.000396760442699251,-0.00456193960215876,-0.00325233377539835,"RABGAP1L"
"chr17",74273889,74274305,417,5,0.0069778350613028,0.00230707974357313,0.00713902068687504,0.00396298585192681,"DNAI2"
"chr3",193781180,193781693,514,2,0.0069778350613028,0.00187595204560351,-0.00663665091884112,-0.00632253673521634,"AC069421.3"
"chr19",53865704,53866317,614,11,0.00699112405267226,0.00188492194763668,0.00561620890521685,0.00285131385302764,"MYADM, MYADM-AS1"
"chr3",187027459,187027854,396,2,0.00700209266346154,0.00199195164297617,-0.00607566438173315,-0.00598459282926856,"ST6GAL1"
"chr16",79640252,79640595,344,2,0.00700209266346154,0.0018239202595533,-0.00669757347294188,-0.00502042541430417,""
"chr4",152935351,152935695,345,2,0.00700652782792732,0.00203490604535668,0.00865492049862832,0.00767077464628698,"AC093599.2"
"chr20",33489713,33490160,448,9,0.00702167605973084,0.00121600292347588,-0.00208816572018609,-0.000993788696781615,"CBFA2T2"
"chr17",1230252,1230412,161,3,0.00702167605973084,0.00278718098751616,0.00844702942935364,0.0058009720123585,""
"chr7",30682704,30683027,324,6,0.00702583885690823,0.00159296182780157,0.00542645821789518,0.00313229412813953,"CRHR2"
"chr8",133293980,133294558,579,2,0.00704283701933006,0.00793857120972036,-0.00667471485245785,-0.00510690667754961,"NDRG1"
"chr14",103693660,103693739,80,2,0.00705184643446912,0.00155192802586068,-0.00606907616944866,-0.00495921901936252,"KLC1"
"chr6",165660703,165662032,1330,7,0.00705300181308524,0.0115749586767222,0.0060516067125957,0.00185578572087482,"PDE10A"
"chr15",99015490,99015792,303,4,0.00706003058571698,0.00156519241677576,0.00687155461418362,0.00473964610912226,"LUNAR1, AC036108.1"
"chr15",60612415,60612617,203,2,0.00706145655941419,0.00179632749705104,-0.00786163823597849,-0.00728059821301446,"RORA-AS1, RORA"
"chr10",63520713,63521035,323,5,0.00707257015937514,0.000610089929491251,0.00860687788915734,0.00584228082313989,"JMJD1C"
"chr15",80953525,80954357,833,2,0.00708034825049521,0.002150005067869,-0.00525796178658557,-0.00306844837795489,"MESD"
"chr7",127414025,127414478,454,2,0.00708578303261927,0.00460318421967275,-0.00829958057966691,-0.00568974223382575,"ZNF800"
"chr14",55780517,55781174,658,2,0.00708578303261927,0.00166784833851258,-0.00770214504942242,-0.00707168317483646,"LINC00520"
"chr11",67647712,67647723,12,3,0.00709055205579338,0.00100756632772495,-0.00598280990957221,-0.00428292083372857,"ACY3"
"chr10",126176084,126176182,99,2,0.00709460931625727,0.00238266370659231,-0.00858295070089376,-0.00688318464903709,"ADAM12"
"chr5",177087004,177087431,428,6,0.00709897880908353,0.00129653549303875,0.00462476776205431,0.00213635463186,"FGFR4"
"chr1",33363343,33364068,726,2,0.00709900038720563,0.00202840122680108,0.00815428160606674,0.00728388796145023,"PHC2"
"chr6",154411061,154411341,281,2,0.00711597740128203,0.00159274371991069,-0.0069090848677601,-0.0064174365022432,"AL357075.4, CNKSR3"
"chr9",18379295,18379640,346,2,0.00712547675184713,0.00153853908640439,-0.00636151304978553,-0.00496050514806994,"ADAMTSL1"
"chr3",5961396,5961714,319,3,0.0071339040722918,0.0297046072862679,-0.00492100575848346,-0.00286217657601533,""
"chr5",113249488,113250413,926,2,0.00714552480455638,0.000510838358852608,-0.00726995874896751,-0.00699520986225772,"MCC"
"chr13",100513785,100513810,26,2,0.007151154036405,0.00175397385630222,-0.00710425075286684,-0.00596552658856814,"PCCA"
"chr17",35795741,35796322,582,11,0.00715769998869742,0.0281135320502628,-0.00561633783724187,-0.00184758846634298,"TAF15"
"chr19",55703738,55704576,839,5,0.00715769998869742,0.000616568929870929,0.00491084318255379,0.00370342113212565,"EPN1"
"chr22",30304816,30305681,866,3,0.00717022183811803,0.00102652383058503,-0.00749542137681459,-0.00453513837099535,"TBC1D10A"
"chr18",7753488,7754311,824,3,0.00717477998484569,0.0102744170060021,-0.00585078144285861,-0.00308741441052892,"PTPRM, AP000897.2"
"chr1",200873017,200873762,746,5,0.00718016214356279,0.00081339403363209,0.00895554985793811,0.00493100505870212,"GPR25"
"chr16",54175271,54175867,597,4,0.00718016214356279,0.00103240299919598,-0.00711205502184721,-0.00346954237085984,""
"chr15",85479188,85479267,80,2,0.00718148312544163,0.00146124415157445,-0.00682734114319937,-0.00676575828744442,"AKAP13"
"chr7",8442364,8443051,688,7,0.00718185884156094,0.00136802946957252,0.0121450141578615,0.00635038663411593,"NXPH1"
"chr15",63045297,63045860,564,2,0.00718369061644366,0.00293055059997959,-0.00570909535202302,-0.00550912273040639,"TPM1"
"chr5",180648862,180649481,620,4,0.00719224167833636,0.000495907646268292,0.00588360523818913,0.00514273962368474,"FLT4"
"chr6",130132375,130132661,287,2,0.00719448354309474,0.0014606273012838,-0.00483991441942385,-0.00476519425790854,"L3MBTL3"
"chr1",94599353,94599418,66,2,0.00719727912749266,0.00239396299131369,-0.00866550350259411,-0.00773668178269575,""
"chr8",69491814,69492624,811,8,0.00719897580285089,0.00523029856717954,-0.00664340289158062,-0.00365541227111611,"SULF1"
"chr11",104892877,104893277,401,2,0.00720007832625022,0.00372831139723519,-0.00863603469293005,-0.00647355733290689,"CASP12"
"chr6",27680064,27680826,763,7,0.00720469682010981,0.000264185173822644,0.00568584855239384,0.00474749768687749,"AL009179.2"
"chr16",90020398,90020955,558,5,0.00720477729842597,0.000428049329679054,0.00619708701370634,0.00577771273789841,"GAS8"
"chr7",71132792,71133296,505,3,0.00721985858726232,0.00341305279029695,0.00504047338146527,0.00343703829807356,"GALNT17"
"chr10",99780024,99780375,352,2,0.00723536802100338,0.00163338460453431,-0.00610415275671065,-0.0048055555393888,""
"chr19",16603034,16603289,256,2,0.00724237568366565,0.00148396058126409,-0.00689441007363417,-0.00583362733072132,"AC008764.1, MED26, AC008764.4"
"chr16",68741315,68742106,792,2,0.00726131181063962,0.00125612673913905,-0.00732894906455775,-0.00586560091868664,"CDH1"
"chr17",27793344,27794905,1562,8,0.0072883378082455,0.000414872492775791,0.00638809911232807,0.00198889733902326,"NOS2"
"chr2",219358043,219358901,859,6,0.00729211193878721,0.00525373532017147,0.00893342053166683,0.00313421730646406,"AC053503.2"
"chr12",53232885,53233816,932,4,0.00729211193878721,0.000735345514413151,-0.00595973358877423,-0.00476543142815001,"RARG"
"chr2",135786989,135787345,357,2,0.00729211193878721,0.00339758643529149,-0.00798528999703009,-0.00429117375828448,""
"chr12",122080853,122081213,361,2,0.00730134930613944,0.00409241324344498,-0.00623552385290563,-0.00389660824348603,"MLXIP"
"chr4",164383291,164383703,413,8,0.00730179580190362,0.000914685110843021,0.00371919767021558,0.00121312961005036,"MARCHF1"
"chr11",57781216,57781797,582,4,0.00730352258106473,0.000772996410924668,-0.00532475664649618,-0.00421383363215542,"AP001931.2, AP001931.1, CTNND1"
"chr8",71009989,71010404,416,2,0.00732877725842192,0.0209717605738031,-0.00673798338908857,-0.00383736527850257,"AC015687.1"
"chr11",130050516,130050546,31,2,0.00733469989065635,0.00162079232696459,-0.00836659377967854,-0.00747755834137349,""
"chr6",27830677,27831154,478,3,0.00733846457480934,0.00171168827794913,0.00961199037771193,0.00603155456512562,""
"chr1",156465108,156466631,1524,4,0.00733889747567247,0.000158868700507506,-0.00709794197441238,-0.00535729902671515,"MEF2D"
"chr11",74808580,74808887,308,2,0.00734467400821469,0.0054362389449587,-0.00540679091667331,-0.00400727832248741,"RNF169, XRRA1"
"chr7",98134173,98134409,237,2,0.00736164795478712,0.00540281457920796,-0.0083565610594017,-0.00366016888177524,"LMTK2"
"chr7",149461094,149461395,302,6,0.00736503859798349,0.01411278826016,0.0065224170685375,0.00172035108310311,""
"chr6",71489934,71490111,178,2,0.00736606834808176,0.00149229784635053,-0.0075363294335779,-0.00728955505230994,""
"chr7",70706037,70706207,171,2,0.00737567699728663,0.00409729710227467,-0.00223460766903859,-0.000931572045197887,"AUTS2"
"chr14",95867645,95867870,226,2,0.00739886550937438,0.139016605023951,-0.00705807056231833,-0.00352494165543677,""
"chr2",85590136,85590375,240,2,0.00740169372947744,0.00229257138525478,-0.00717268754778148,-0.00636837099551635,"VAMP5"
"chr1",111895699,111896175,477,4,0.00740306658157707,0.00184738847418823,0.0054035691956657,0.0031301770992613,"KCND3"
"chr9",107638871,107638990,120,2,0.00743683692871929,0.0104040648772146,-0.00584074567478687,-0.00328732664636676,""
"chr20",14764968,14765404,437,3,0.00743794304537888,0.00380324111266386,-0.00912497097007737,-0.00542630341887127,"MACROD2"
"chr4",155376898,155378259,1362,11,0.00745716075712483,0.000635010806373264,0.00751884943146248,0.00165753300237691,"AC097467.3, MAP9"
"chr21",35039822,35040159,338,2,0.00746367219508352,0.0155009647435153,-0.00583770007410435,-0.00371859324342692,"RUNX1"
"chr6",53497242,53497442,201,2,0.00747092889151986,0.00278510800522424,-0.00504904134829324,-0.00380796983064029,"GCLC"
"chr3",99319907,99320082,176,3,0.00747262364070429,0.011383631145077,-0.00857028272306533,-0.00504010531623183,""
"chr12",48882512,48882604,93,2,0.0074763978615705,0.00195209617288527,-0.00851551081033774,-0.0071372129334058,""
"chr1",186296138,186296633,496,4,0.00748038307206101,0.00344264560648781,-0.00601787646359541,-0.00322684903425708,"PRG4"
"chr10",126171588,126171866,279,2,0.00751017560214651,0.0014907172128119,-0.00639333026355169,-0.00560318914310803,"ADAM12"
"chr12",56520369,56520982,614,3,0.007511664287405,0.00558243836539361,-0.00932001476746582,-0.00544089462496968,""
"chr4",104966859,104967414,556,5,0.00751481006367381,0.000705220359267347,-0.00848243968994792,-0.00549491644346257,"AC096577.1"
"chr17",4849273,4850386,1114,3,0.00752051234310208,0.00059351015017593,-0.00781802790060035,-0.00546909849386765,"MINK1"
"chr17",73174233,73174372,140,3,0.00752330701830213,0.00143325357838665,-0.00620307095074953,-0.00466267361469311,"AC097641.1, SSTR2"
"chr1",57424645,57424964,320,4,0.00752397048352498,0.00175531218440804,0.00433093060708238,0.0028698009495429,"DAB1"
"chr1",21338317,21338611,295,2,0.00753414463330602,0.00178386964478482,-0.00958505868800096,-0.00712420802340155,"ECE1"
"chr5",174617516,174618288,773,7,0.00754017267139552,0.00151486470572663,-0.00662927764917044,-0.00376262659548863,"AC108112.1"
"chr13",51591220,51591673,454,2,0.00754168419342508,0.00373434825962738,-0.00816441333419213,-0.00541822211367685,"WDFY2"
"chr19",47095425,47095825,401,2,0.00754486689686822,0.0538310360809734,-0.00777634001102606,-0.00451733755054032,"ZC3H4"
"chr2",100320610,100321334,725,5,0.00756442519324134,0.00204302717430495,0.00635320823174561,0.00456452265636961,"LONRF2"
"chr7",64875742,64876331,590,3,0.00757451137999661,0.00118226021766684,-0.00490345678054688,-0.00347981595562874,"ZNF273"
"chr19",55604897,55605384,488,5,0.00758285982022648,0.00505964303313302,-0.00198181497018312,-0.000345918967598069,""
"chr9",127528875,127529376,502,3,0.00758612895304913,0.00243240057137634,-0.00349648116488127,-0.00314318070795449,"NIBAN2"
"chr9",127112376,127112712,337,2,0.0075875665685964,0.00216220634389201,-0.00691371676285843,-0.00636568915825532,"RALGPS1, ANGPTL2"
"chr22",17980634,17980880,247,2,0.00759260294382221,0.00165100649524435,-0.00769456754595644,-0.00733732283172972,"MICAL3, MIR648"
"chr14",24092855,24093194,340,2,0.00761028703031934,0.0574477057778281,-0.00659788423747523,-0.00334490300448741,"NRL"
"chr1",14304703,14304792,90,2,0.00761624895253394,0.00171952078294703,-0.0081676513967342,-0.00796093805583723,"KAZN"
"chr2",7010494,7010588,95,2,0.00761738550004663,0.00156851518999143,-0.00782457726617162,-0.00687613200167383,"RNF144A"
"chr6",113571215,113571350,136,2,0.00763476731436016,0.00265056234857146,-0.00755312375714175,-0.00431257782091981,""
"chr1",225700261,225700416,156,3,0.0076396059420943,0.00103476933805255,-0.00665750811676628,-0.0052553630973185,"AC099066.2"
"chr17",77321864,77322800,937,6,0.00763967110158654,0.000390784278154868,0.00679397328741076,0.00440668512504717,"SEPTIN9"
"chr15",58064563,58065121,559,6,0.00764169088326396,0.00102475770788861,0.00638882499949699,0.00443165279079971,"ALDH1A2"
"chr7",136869605,136869984,380,2,0.00764566371968272,0.00293928092019919,0.00531750312788429,0.00421423498843761,"CHRM2, AC009264.1"
"chr19",38900804,38900954,151,2,0.00764566371968272,0.0033001827217368,-0.00537472738534667,-0.0046895590842543,"NFKBIB"
"chr12",8709474,8709710,237,2,0.00764769547745768,0.0023574393256748,-0.00714893935995773,-0.00690130215532365,"RIMKLB"
"chr16",8673849,8674843,995,10,0.00766983324117174,0.00305310878164979,0.00368513978388607,0.00178522781818289,"ABAT"
"chr2",163727898,163728125,228,2,0.00767802284596502,0.0020752423053045,-0.00741950146809458,-0.00671192435219396,"FIGN"
"chr1",8293261,8293481,221,2,0.00769031638404727,0.00160218601427742,-0.0058358190290894,-0.00501728771400171,""
"chr7",137949306,137949638,333,2,0.0077040438798347,0.00149699367564023,-0.00715276034695529,-0.00610468310949265,"CREB3L2"
"chr20",63832048,63832737,690,2,0.00775039622289465,0.000944968587487928,0.0097351790182398,0.00629313613153242,""
"chr6",149032721,149033241,521,3,0.00775855185703172,0.00453517360174939,-0.00937967473125261,-0.00599810404213112,"UST"
"chr16",52595082,52595477,396,2,0.00777109219618867,0.00139708913441344,-0.00719730374784082,-0.0063800692619339,"CASC16"
"chr15",81642200,81642788,589,3,0.00777162708810756,0.00329052587302432,-0.00630608283662619,-0.00383614895661771,"AC060809.1, AC023034.1, AC104041.1"
"chr16",20613123,20613710,588,5,0.00778617169756905,0.0014571495484339,0.00531840942930256,0.00336939350286894,"ACSM3"
"chr2",3256805,3257384,580,5,0.00778662528506246,0.00162655527280098,0.00588571488816301,0.00351927874705171,"EIPR1"
"chr8",2045413,2045778,366,3,0.00780732710085724,0.00304932514503081,-0.00690009140641857,-0.00582645918738043,"MYOM2"
"chr2",106887091,106887893,803,9,0.00781569561034298,0.0102008325471329,0.00760292310828037,0.0015445667905128,"ST6GAL2"
"chr16",86558782,86559046,265,3,0.00781793420539528,0.00295312284232058,-0.00833424697026161,-0.00439620527257761,""
"chr4",147733219,147734077,859,3,0.00782217801750832,0.00124915902184344,-0.00749797941599157,-0.00515415878533631,"ARHGAP10"
"chr13",44310014,44310976,963,3,0.00782646861090753,0.000678267628498127,-0.00748158322727596,-0.00708075586385954,""
"chr1",234899807,234899940,134,2,0.00783389218225521,0.00356315469146694,-0.00821221436541592,-0.00566170300897197,"AL391832.4"
"chr12",69988346,69988931,586,4,0.00783459797319918,0.00148664063846868,-0.00826928517493174,-0.00438607423102599,"PRANCR"
"chr10",86411352,86411562,211,2,0.00783873696924181,0.00156519241677576,-0.00691745447586544,-0.00683004222989839,""
"chr20",2821065,2821661,597,5,0.00784172546836005,0.000456695358162207,0.00655840027826849,0.00564981119584791,""
"chr4",7393063,7393885,823,7,0.00784205307830301,0.00066071454534377,-0.00583312239255757,-0.00377571700484643,"SORCS2"
"chr18",78736675,78736766,92,2,0.00784328341073525,0.00640785883953094,-0.00296676511494521,-0.00183421309950999,""
"chr6",41565575,41565658,84,2,0.00786235660851909,0.00145100656817607,-0.00793754435925862,-0.00539118298525272,"FOXP4"
"chr19",3055557,3055571,15,2,0.00788392786244102,0.00175980188979794,-0.00607383876037551,-0.00598168217414332,"TLE5"
"chr8",70216690,70217237,548,2,0.00788754836728687,0.00240595983223126,-0.00496725355659531,-0.00426590930357544,"NCOA2"
"chr8",143939081,143939764,684,5,0.00789607480994195,0.00126850072260139,-0.00874989064518624,-0.005465624269782,"PLEC"
"chr1",233704227,233704570,344,3,0.00793434197851524,0.0250254854299654,-0.00817200277065806,-0.00416716187508298,""
"chr6",158016624,158017331,708,10,0.00794765834778878,0.000707925320326519,-0.00667395741426177,-0.00464053527060522,"SYNJ2"
"chr20",20368524,20368977,454,4,0.00795304765096492,0.00227174897809306,0.00471142458648859,0.00237403910310665,"INSM1"
"chr19",55165426,55166046,621,3,0.00800180318358156,0.00870735021362228,0.00161280597109412,0.00103382704439139,"AC010327.4, DNAAF3"
"chr1",1069084,1069790,707,5,0.00800552334243129,0.0438274001845388,0.00667222643753512,0.00219170357814764,"AL390719.1"
"chr1",94298977,94299674,698,3,0.00802348274221998,0.00166256296696922,-0.00721618779790313,-0.00554907186703585,"ARHGAP29-AS1"
"chr20",46020885,46021810,926,10,0.00804589739471776,0.0295734871884427,0.0049893363718632,0.00134097526928405,"SLC12A5, SLC12A5-AS1"
"chr13",45550387,45550824,438,4,0.00804731754574456,0.120469949190286,-0.00380399621218196,-0.00151693479995002,"ERICH6B"
"chr11",297477,297917,441,2,0.00805782899863947,0.00229162464585124,-0.00691933388070455,-0.0057808320981676,""
"chr19",41926758,41927413,656,2,0.0080715749094392,0.00405949117239036,0.00807037259671601,0.00469279500010368,"ARHGEF1, ERFL"
"chr18",48107044,48107804,761,2,0.00808600174531382,0.00134060288098226,-0.00385089958041317,-0.00347531149662115,"ZBTB7C"
"chr13",40672808,40672949,142,2,0.00808798272024293,0.00243845092082195,-0.00877744868402777,-0.00615100877084877,""
"chr13",113881937,113882440,504,2,0.0080947484138584,0.00167128030939184,-0.00757569895798951,-0.00702153113122235,"LINC00454"
"chr4",153267042,153267248,207,2,0.00809538133354457,0.00420175533518877,-0.00718455174491039,-0.00509093013018807,"TRIM2, AC013477.1"
"chr3",71496382,71496468,87,2,0.00810997276705182,0.00155076763192884,-0.00746149161169288,-0.00737273557465632,"FOXP1, AC097634.4"
"chr6",118735010,118735028,19,2,0.00810997276705182,0.00166574214187565,-0.00726298157571877,-0.00719131173846399,""
"chr12",13203090,13203158,69,2,0.00816206082351685,0.00188332031548311,-0.00713641320983253,-0.00713390698061966,"EMP1"
"chr4",52751017,52752044,1028,12,0.00816365607165705,0.000474168738912214,0.00659180498417549,0.00337725265315939,"LINC01618, ERVMER34-1"
"chr13",50387292,50387535,244,2,0.00817669513457926,0.00245394141786106,-0.00838287908806891,-0.00686885451485101,"DLEU1"
"chr3",123404320,123404729,410,2,0.00818587011835734,0.00254403526836252,-0.00724564199951365,-0.00706571857425096,"ADCY5"
"chr14",36503999,36504486,488,4,0.00819514418807327,0.000713476040911324,0.00353694458577765,0.00245630757093169,"AL132857.1, SFTA3, SFTA3"
"chr5",138622666,138623334,669,4,0.00822665568556737,0.00470893477321334,-0.0075122349115704,-0.00265991860476386,"CTNNA1"
"chr3",40690904,40691392,489,2,0.00823778308588965,0.00311226685046405,-0.00720394244553534,-0.00660329674807829,""
"chr6",39824475,39824517,43,2,0.00824324133827469,0.00174735146464923,-0.00685649626443094,-0.00604715701949606,"DAAM2"
"chr3",178419213,178419258,46,2,0.00824421042399162,0.00161015090224909,-0.0079284990532016,-0.00726889211608656,"KCNMB2, AC117457.1, LINC01014"
"chr2",168244183,168244505,323,3,0.00826712934797989,0.00197629074693252,-0.00726552313768647,-0.00545807794513763,"STK39"
"chr6",41059358,41059677,320,2,0.00827390655766334,0.00564512624613512,-0.00727683746892646,-0.00496225330851253,"APOBEC2, OARD1"
"chr2",188974289,188974748,460,3,0.00827623190648753,0.00088181402821184,-0.0073728749726974,-0.00626983718883458,"COL3A1"
"chr10",3091364,3091543,180,2,0.00827623190648753,0.00206066811617296,-0.00737741499594346,-0.00669772537764622,"PFKP"
"chr1",59768947,59769517,571,3,0.00829988923191546,0.00163626068134608,-0.00411992069353177,-0.00185271514434565,"FGGY, AL035416.1"
"chr2",239201707,239202649,943,3,0.00830514478335213,0.00122943910209096,-0.00607900905371994,-0.00377009063482697,"HDAC4"
