Name	gene_name
cg22113926_TC21	SLC6A4
cg01330016_BC21	SLC6A4
cg22395403_BC21	SLC6A4
cg22395395_BC21	SLC6A4
cg23509869_TC11	TNF
cg14868222_TC11	TNF
cg21467614_BC11	TNF
cg17169196_TC11	TNF
cg02402436_TC11	TNF
cg14597739_BC11	TNF
cg11586857_BC11	TNF
cg16219283_TC11	TNF
cg15804767_TC11	TNF
cg13815684_TC11	TNF
cg14437551_TC11	TNF
cg24216966_BC11	TNF
cg12234287_TC11	TNF
cg03880509_TC11	TNF
cg25827881_TC11	TNF
cg21029447_BC11	TNF
cg23826582_TC11	TNF
cg16280132_BC11	TNF
cg27531490_TC11	TNF
cg15025383_BC11	TNF
cg03702435_TC11	TNF
cg16795830_TC11	TNF
cg23351030_BC11	TNF
cg17741993_TC11	TNF
cg02075405_TC11	TNF
cg13150632_BC11	TNF
cg14208573_BC11	TNF
cg27245606_TC11	TNF
cg01360627_BC11	TNF
cg21999229_BC11	TNF
cg17709873_TC21	TNF
cg23509869_BC21	TNF
cg23509869_BC22	TNF
cg09365972_BC21	TNF
cg14324675_BC21	TNF
cg17755321_BC21	TNF
cg18656170_BC21	TNF
cg04425624_BC21	TNF
cg11484872_TC21	TNF
cg10995925_BC21	TNF
cg18384277_BC21	TNF
cg14441276_TC21	TNF
cg02249390_TC21	TNF
cg13335388_TC21	TNF
cg07744273_TC21	TNF
cg21370522_BC21	TNF
cg09736959_TC21	TNF
cg22318806_TC21	TNF
cg20477259_TC21	TNF
cg14910524_BC21	TNF
cg00900444_BC21	TNF
cg14306709_TC21	TNF
cg26729380_BC21	TNF
cg08553327_TC21	TNF
cg18031455_TC21	TNF
cg06825478_TC21	TNF
cg01569083_TC21	TNF
cg00731683_BC21	TNF
cg09531959_BC21	TNF
cg01157951_BC21	TNF
cg06526741_TC21	TNF
cg24452282_TC21	TNF
cg04836028_TC21	TNF
cg19124225_BC21	TNF
cg19271190_TC21	TNF
cg24926370_BC21	TNF
cg26311932_BC21	TNF
cg06887580_BC21	TNF
cg03739609_TC21	TNF
cg15989608_BC21	TNF
cg03599224_BC21	TNF
cg10196103_BC21	TNF
cg21240855_BC21	TNF
cg12681001_TC21	TNF
cg24479522_TC21	TNF
cg23204396_TC21	TNF
cg03037030_BC21	TNF
cg10650821_BC21	TNF
cg02104962_BC21	TNF
cg10476003_BC21	TNF
cg26724726_BC21	TNF
cg24540603_BC21	TNF
cg01106410_TC21	TNF
cg27616007_TC21	TNF
cg10717214_BC21	TNF
cg04472685_BC21	TNF
cg21222743_BC21	TNF
cg20330447_TC21	TNF
cg23384708_TC21	TNF
cg26736341_TC21	TNF
cg19818722_TC21	TNF
cg15553408_BC21	TNF
cg02137984_BC21	TNF
cg11930820_TC21	TNF
cg23245017_BC21	TNF
cg08639424_TC21	TNF
cg19978379_TC21	TNF
cg09365930_BC21	TNF
cg19279042_TC21	TNF
cg19279042_TC22	TNF
cg19279042_TC23	TNF
cg09365910_BC21	TNF
cg11699436_TC21	TNF
