"Name","gene_name","chr","pos","Relation_to_Island","UCSC_RefGene_Group"
"cg18288412_TC21","DRD2","chr11",113418062,"OpenSea","exon_3;exon_3"
"cg08948964_BC21","DRD2","chr11",113414872,"OpenSea",""
"cg22842860_BC21","DRD2","chr11",113477467,"Shore",""
"cg18248586_TC21","DRD2","chr11",113458304,"OpenSea",""
"cg06399569_BC21","DRD2","chr11",113400282,"OpenSea","exon_8;3UTR"
"cg14485083_BC21","DRD2","chr11",113478778,"Shelf",""
"cg20424531_TC21","DRD2","chr11",113477515,"Shore",""
"cg26132809_TC21","DRD2","chr11",113475706,"Shore","TSS1500;TSS1500"
"cg25022311_BC21","DRD2","chr11",113471585,"Shelf",""
"cg05345697_BC21","DRD2","chr11",113465895,"OpenSea",""
"cg22404572_BC21","DRD2","chr11",113418951,"OpenSea",""
"cg16823554_BC21","DRD2","chr11",113430009,"OpenSea",""
"cg02816192_TC21","DRD2","chr11",113433613,"OpenSea",""
"cg24150631_BC21","DRD2","chr11",113410831,"OpenSea","exon_8;exon_7"
"cg07011596_TC21","DRD2","chr11",113405594,"OpenSea",""
"cg21141217_TC21","DRD2","chr11",113440160,"OpenSea",""
"cg06854495_TC21","DRD2","chr11",113401432,"OpenSea",""
"cg02198192_BC21","DRD2","chr11",113424657,"OpenSea","exon_2;5UTR;exon_2;5UTR"
"cg03608783_BC21","DRD2","chr11",113446398,"OpenSea",""
"cg20794462_BC21","DRD2","chr11",113402219,"OpenSea",""
"cg09729935_TC21","DRD2","chr11",113404000,"OpenSea",""
"cg18184876_BC21","DRD2","chr11",113405171,"OpenSea",""
"cg10565687_TC21","DRD2","chr11",113401035,"OpenSea",""
"cg25370012_BC21","DRD2","chr11",113424573,"OpenSea","exon_2;exon_2"
"cg07838576_BC21","DRD2","chr11",113404726,"OpenSea",""
"cg25028849_TC21","DRD2","chr11",113447884,"OpenSea",""
"cg11323042_BC21","DRD2","chr11",113424804,"OpenSea",""
"cg19804476_BC21","DRD2","chr11",113424787,"OpenSea",""
"cg16906361_BC21","DRD2","chr11",113409166,"OpenSea",""
"cg03695081_BC21","DRD2","chr11",113448379,"OpenSea",""
"cg22196455_TC21","DRD2","chr11",113405288,"OpenSea",""
"cg15571053_BC21","DRD2","chr11",113408477,"OpenSea",""
"cg15215799_BC21","DRD2","chr11",113457174,"OpenSea",""
"cg12813402_BC21","DRD2","chr11",113418913,"OpenSea",""
"cg16906366_BC21","DRD2","chr11",113409620,"OpenSea","3UTR;exon_8;3UTR;exon_7"
"cg17043723_BC21","DRD2","chr11",113399715,"OpenSea","exon_8"
"cg02332042_BC21","DRD2","chr11",113459369,"OpenSea",""
"cg01942285_BC21","DRD2","chr11",113399652,"OpenSea","exon_8"
"cg16906784_BC21","DRD2","chr11",113447205,"OpenSea",""
"cg16906783_TC21","DRD2","chr11",113447193,"OpenSea",""
"cg18147569_TC11","DRD3","chr3",114152768,"Island",""
"cg18852618_BC21","DRD3","chr3",114178889,"OpenSea","5UTR;exon_1;5UTR;exon_1;TSS200"
"cg25836326_BC21","DRD3","chr3",114179762,"OpenSea","TSS1500;TSS1500;TSS1500"
"cg24167473_BC21","DRD3","chr3",114180416,"OpenSea","TSS1500;TSS1500"
"cg24958019_BC21","DRD3","chr3",114208063,"OpenSea",""
"cg04333485_BC21","DRD3","chr3",114152554,"Shore",""
"cg26358350_BC21","DRD3","chr3",114153319,"Shore",""
"cg01845356_TC21","DRD3","chr3",114179721,"OpenSea","TSS1500;TSS1500;TSS1500"
"cg15912040_BC21","DRD3","chr3",114152962,"Island",""
"cg08479865_TC21","DRD3","chr3",114178703,"OpenSea","5UTR;exon_1;5UTR;exon_2;5UTR;exon_1;5UTR;exon_1"
"cg19839507_TC21","DRD3","chr3",114143592,"OpenSea",""
"cg26734779_BC21","DRD3","chr3",114178899,"OpenSea","5UTR;exon_1;5UTR;exon_1;TSS200"
"cg13347937_TC21","DRD3","chr3",114147493,"OpenSea","exon_4;exon_5;exon_5;exon_4"
"cg05368196_TC21","DRD3","chr3",114179382,"OpenSea","TSS1500;TSS1500;TSS1500"
"cg22253817_BC21","DRD3","chr3",114145442,"OpenSea",""
"cg13231894_BC21","DRD3","chr3",114199348,"OpenSea","5UTR;exon_1"
"cg21958664_BC21","DRD3","chr3",114200089,"OpenSea","TSS1500"
"cg02216060_BC21","DRD3","chr3",114153103,"Shore",""
"cg13210784_BC21","DRD3","chr3",114171820,"OpenSea","exon_2;exon_3;exon_3;exon_2"
"cg20487528_BC21","DRD3","chr3",114149066,"Shelf",""
"cg05367864_BC21","DRD3","chr3",114139564,"OpenSea","exon_5;exon_6;exon_6;exon_5"
"cg09102257_TC11","EGR1","chr5",138467413,"Shore","exon_2"
"cg23951277_BC11","EGR1","chr5",138465670,"Island","5UTR;exon_1"
"cg19544946_TC11","EGR1","chr5",138465366,"Island","TSS200"
"cg04616401_TC11","EGR1","chr5",138465421,"Island","TSS200"
"cg24019521_TC11","EGR1","chr5",138465352,"Island","TSS200"
"cg21138501_BC21","EGR1","chr5",138464379,"Island","TSS1500"
"cg26069252_BC21","EGR1","chr5",138464654,"Island","TSS1500"
"cg05229898_BC21","EGR1","chr5",138465654,"Island","5UTR;exon_1"
"cg13009654_TC21","EGR1","chr5",138466563,"Island",""
"cg19729803_TC21","EGR1","chr5",138467673,"Shore","exon_2"
"cg07336840_TC21","EGR1","chr5",138467508,"Shore","exon_2"
"cg26819793_TC21","EGR1","chr5",138465048,"Island","TSS1500"
"cg06771363_BC21","EGR1","chr5",138462340,"Shore",""
"cg08519191_TC21","EGR1","chr5",138458018,"OpenSea",""
"cg22509422_BC21","EGR1","chr5",138461350,"Shelf",""
"cg14798390_BC21","EGR1","chr5",138470334,"Shelf",""
"cg09395034_TC21","EGR1","chr5",138465413,"Island","TSS200"
"cg00850167_TC21","EGR1","chr5",138465090,"Island","TSS1500"
"cg04134935_BC21","EGR1","chr5",138458620,"OpenSea",""
"cg21569576_BC21","EGR1","chr5",138461441,"Shelf",""
"cg22905973_BC21","EGR1","chr5",138476631,"OpenSea",""
"cg08588946_BC21","EGR1","chr5",138459531,"OpenSea",""
"cg08588954_TC21","EGR1","chr5",138460139,"Shelf",""
"cg24458485_TC21","EGR1","chr5",138465087,"Island","TSS1500"
"cg12766556_BC21","EGR1","chr5",138467680,"Shore","exon_2"
"cg08588970_BC21","EGR1","chr5",138462086,"Shore",""
"cg08589302_BC21","EGR1","chr5",138469602,"Shelf",""
"cg08589006_BC21","EGR1","chr5",138463602,"Shore",""
"cg01107476_BC21","EGR1","chr5",138469130,"Shelf","exon_2;3UTR"
"cg10913456_BC11","FKBP5","chr6",35688813,"Island","5UTR;exon_1;5UTR;exon_1;5UTR;exon_1"
"cg00140191_TC11","FKBP5","chr6",35688465,"Island",""
"cg18726036_BC11","FKBP5","chr6",35575833,"OpenSea","3UTR;exon_12;3UTR;exon_11;3UTR;exon_11"
"cg07944278_TC11","FKBP5","chr6",35731648,"Island",""
"cg07843056_BC11","FKBP5","chr6",35689071,"Island","TSS200;TSS200;TSS200"
"cg07485685_BC11","FKBP5","chr6",35728284,"Island",""
"cg15929276_TC11","FKBP5","chr6",35719680,"OpenSea",""
"cg11845071_TC11","FKBP5","chr6",35728082,"Island",""
"cg06937024_BC11","FKBP5","chr6",35727712,"Shore",""
"cg09421975_BC21","FKBP5","chr6",35719572,"OpenSea",""
"cg14284211_BC21","FKBP5","chr6",35602447,"OpenSea",""
"cg25994725_BC21","FKBP5","chr6",35735658,"Shelf","TSS1500;TSS1500;TSS1500"
"cg03546163_BC21","FKBP5","chr6",35686586,"Shore",""
"cg08636224_BC21","FKBP5","chr6",35690144,"Shore","TSS1500;TSS1500;TSS1500"
"cg00862770_BC21","FKBP5","chr6",35687987,"Island",""
"cg21626086_BC21","FKBP5","chr6",35737151,"OpenSea","exon_1;exon_1;exon_1;TSS1500"
"cg00130530_BC21","FKBP5","chr6",35689425,"Shore","TSS1500;TSS1500;TSS1500"
"cg24295963_TC21","FKBP5","chr6",35713643,"OpenSea",""
"cg05741161_BC21","FKBP5","chr6",35731722,"Island",""
"cg17085721_TC21","FKBP5","chr6",35677564,"OpenSea",""
"cg20813374_TC21","FKBP5","chr6",35689403,"Shore","TSS1500;TSS1500;TSS1500"
"cg25114611_TC21","FKBP5","chr6",35729093,"Shore","TSS1500"
"cg04791658_TC21","FKBP5","chr6",35643777,"OpenSea",""
"cg19014730_BC21","FKBP5","chr6",35668208,"OpenSea",""
"cg13719443_TC21","FKBP5","chr6",35732605,"Shore",""
"cg25563198_BC21","FKBP5","chr6",35728949,"Shore","TSS1500"
"cg06087101_TC21","FKBP5","chr6",35584155,"OpenSea","3UTR;exon_7"
"cg08915438_TC21","FKBP5","chr6",35729982,"Shore","TSS1500"
"cg06409316_TC21","FKBP5","chr6",35674693,"OpenSea",""
"cg08586216_TC21","FKBP5","chr6",35644574,"OpenSea",""
"cg16912838_BC21","FKBP5","chr6",35583847,"OpenSea","3UTR;exon_7"
"cg13344434_BC21","FKBP5","chr6",35602796,"OpenSea",""
"cg16012111_TC21","FKBP5","chr6",35688981,"Island","TSS200;TSS200;TSS200"
"cg00610228_TC21","FKBP5","chr6",35728157,"Island",""
"cg03591753_TC21","FKBP5","chr6",35691364,"Shelf",""
"cg23873288_BC21","FKBP5","chr6",35738074,"OpenSea","exon_2;exon_2;exon_2;TSS1500"
"cg14642437_TC21","FKBP5","chr6",35684744,"Shelf",""
"cg02665568_TC21","FKBP5","chr6",35576691,"OpenSea",""
"cg19226017_TC21","FKBP5","chr6",35729408,"Shore","exon_7;TSS1500"
"cg26868354_TC21","FKBP5","chr6",35732175,"Island",""
"cg22211300_TC21","FKBP5","chr6",35737045,"OpenSea","5UTR;exon_1;5UTR;exon_1;5UTR;exon_1;TSS200"
"cg09422170_BC21","FKBP5","chr6",35728523,"Shore","5UTR;exon_1;exon_8"
"cg07061368_BC21","FKBP5","chr6",35663959,"OpenSea",""
"cg10780318_TC21","FKBP5","chr6",35736372,"OpenSea","TSS1500;TSS1500;TSS1500"
"cg01294490_BC21","FKBP5","chr6",35689129,"Shore","TSS1500;TSS1500;TSS1500"
"cg23416081_TC21","FKBP5","chr6",35725796,"Shelf",""
"cg10300814_TC21","FKBP5","chr6",35597339,"OpenSea","exon_7;exon_6;exon_6;exon_6"
"cg01321308_TC21","FKBP5","chr6",35736447,"OpenSea","TSS1500;TSS1500;TSS1500"
"cg18357736_BC21","FKBP5","chr6",35737772,"OpenSea","TSS1500"
"cg22363520_TC21","FKBP5","chr6",35590711,"OpenSea",""
"cg03245912_TC21","FKBP5","chr6",35689263,"Shore","TSS1500;TSS1500;TSS1500"
"cg27545605_TC21","FKBP5","chr6",35640472,"OpenSea",""
"cg16005389_BC21","FKBP5","chr6",35624917,"OpenSea",""
"cg19267626_TC21","FKBP5","chr6",35569376,"OpenSea",""
"cg09421588_TC21","FKBP5","chr6",35690155,"Shore","TSS1500;TSS1500;TSS1500"
"cg07643998_BC21","FKBP5","chr6",35566758,"OpenSea",""
"cg03098337_BC21","FKBP5","chr6",35710204,"OpenSea",""
"cg09421828_BC21","FKBP5","chr6",35706766,"OpenSea",""
"cg18961128_BC21","FKBP5","chr6",35717349,"OpenSea",""
"cg26495008_TC21","FKBP5","chr6",35651462,"OpenSea",""
"cg02837393_BC21","FKBP5","chr6",35702350,"OpenSea",""
"cg23149582_TC21","FKBP5","chr6",35735858,"Shelf","exon_2;TSS1500;TSS1500;TSS1500"
"cg04137760_BC21","FKBP5","chr6",35643834,"OpenSea",""
"cg00767449_TC21","FKBP5","chr6",35605737,"OpenSea",""
"cg16570321_BC21","FKBP5","chr6",35736082,"Shelf","TSS1500;TSS1500;TSS1500"
"cg07498319_TC21","FKBP5","chr6",35722971,"OpenSea",""
"cg08642543_TC21","FKBP5","chr6",35695023,"OpenSea",""
"cg09268536_TC21","FKBP5","chr6",35643799,"OpenSea",""
"cg09421179_BC21","FKBP5","chr6",35663219,"OpenSea",""
"cg06239404_BC21","FKBP5","chr6",35732386,"Shore","exon_5"
"cg01839003_BC21","FKBP5","chr6",35663232,"OpenSea",""
"cg09421989_BC21","FKBP5","chr6",35720307,"OpenSea",""
"cg14339974_BC21","FKBP5","chr6",35719533,"OpenSea",""
"cg09420737_BC21","FKBP5","chr6",35619962,"OpenSea",""
"cg09420697_BC21","FKBP5","chr6",35616384,"OpenSea",""
"cg09420692_TC21","FKBP5","chr6",35616083,"OpenSea",""
"cg09420689_TC21","FKBP5","chr6",35616002,"OpenSea",""
"cg23416081_TC22","FKBP5","chr6",35725796,"Shelf",""
"cg09422376_TC21","FKBP5","chr6",35737904,"OpenSea","TSS1500"
"cg09420221_TC21","FKBP5","chr6",35569222,"OpenSea",""
"cg09422372_TC21","FKBP5","chr6",35737561,"OpenSea","TSS1500"
"cg09422329_BC21","FKBP5","chr6",35734134,"Shore",""
"cg09421989_BC22","FKBP5","chr6",35720307,"OpenSea",""
"cg09420574_BC21","FKBP5","chr6",35606383,"OpenSea",""
"cg07633853_BC21","FKBP5","chr6",35601694,"OpenSea",""
"cg09421233_BC21","FKBP5","chr6",35669563,"OpenSea",""
"cg09421770_TC21","FKBP5","chr6",35702234,"OpenSea",""
"cg07696519_BC21","FKBP5","chr6",35651388,"OpenSea",""
"cg00051179_TC11","GABRA1","chr5",161847689,"OpenSea","TSS1500;TSS1500;TSS200"
"cg23702430_BC11","GABRA1","chr5",161848247,"OpenSea","5UTR;exon_2;5UTR;exon_2;5UTR;exon_1;TSS1500"
"cg12340947_TC11","GABRA1","chr5",161848823,"OpenSea",""
"cg11499618_TC11","GABRA1","chr5",161850222,"OpenSea","TSS1500"
"cg02065387_BC21","GABRA1","chr5",161847301,"OpenSea","5UTR;exon_1;TSS1500;TSS1500;TSS1500"
"cg24523000_TC21","GABRA1","chr5",161846833,"OpenSea","TSS1500;TSS1500;TSS1500"
"cg08066141_TC21","GABRA1","chr5",161847017,"OpenSea","TSS1500;TSS1500;TSS200"
"cg20492597_TC21","GABRA1","chr5",161847075,"OpenSea","TSS1500;TSS1500;TSS1500;TSS200"
"cg19176733_BC21","GABRA1","chr5",161846971,"OpenSea","TSS1500;TSS1500;TSS1500"
"cg01086446_BC21","GABRA1","chr5",161846847,"OpenSea","TSS1500;TSS1500;TSS1500"
"cg01069159_BC21","GABRA1","chr5",161848859,"OpenSea",""
"cg16355785_TC21","GABRA1","chr5",161847745,"OpenSea","5UTR;exon_1;TSS1500;TSS1500"
"cg21757820_BC21","GABRA1","chr5",161858314,"OpenSea",""
"cg25338438_BC21","GABRA1","chr5",161849335,"OpenSea","TSS1500"
"cg00850109_BC21","GABRA1","chr5",161847838,"OpenSea","TSS1500;TSS1500"
"cg05982485_TC21","GABRA1","chr5",161848443,"OpenSea","TSS200"
"cg04525544_TC21","GABRA1","chr5",161847419,"OpenSea","TSS1500;TSS1500;TSS1500"
"cg05044431_TC21","GABRA1","chr5",161848995,"OpenSea",""
"cg24860775_TC21","GABRA1","chr5",161848739,"OpenSea",""
"cg06907391_TC21","GABRA1","chr5",161848132,"OpenSea","5UTR;exon_1;TSS1500"
"cg05144432_TC21","GABRA1","chr5",161848948,"OpenSea",""
"cg24554147_TC21","GABRA1","chr5",161847924,"OpenSea","TSS1500;TSS200"
"cg06418959_TC21","GABRA1","chr5",161848430,"OpenSea","TSS200"
"cg06479604_TC21","GABRA1","chr5",161848117,"OpenSea","TSS1500;TSS200"
"cg02322252_TC21","GABRA1","chr5",161847482,"OpenSea","TSS1500;TSS1500;TSS1500"
"cg02469186_TC21","GABRA1","chr5",161850228,"OpenSea","TSS1500"
"cg24842908_TC21","GABRA1","chr5",161848582,"OpenSea","5UTR;exon_1"
"cg17932405_BC21","GABRA1","chr5",161873052,"OpenSea",""
"cg08798673_TC21","GABRA1","chr5",161847615,"OpenSea","TSS1500;TSS1500;TSS200"
"cg06758369_BC21","GABRA1","chr5",161850554,"OpenSea","TSS200"
"cg18939363_TC21","GABRA1","chr5",161849513,"OpenSea","TSS1500"
"cg15501861_BC21","GABRA1","chr5",161847476,"OpenSea","TSS1500;TSS1500;TSS1500"
"cg22172558_TC21","GABRA1","chr5",161846481,"OpenSea","TSS1500;TSS1500"
"cg02570342_TC21","GABRA1","chr5",161849812,"OpenSea","TSS1500"
"cg07082726_BC21","GABRA1","chr5",161850807,"OpenSea","5UTR;exon_3;5UTR;exon_3;5UTR;exon_2;5UTR;exon_2;5UTR;exon_1"
"cg15169732_TC21","GABRA1","chr5",161849585,"OpenSea","TSS1500"
"cg11092553_TC21","GABRA1","chr5",161848386,"OpenSea","5UTR;exon_2;5UTR;exon_2;5UTR;exon_1;TSS200"
"cg08798843_BC21","GABRA1","chr5",161878267,"OpenSea",""
"cg18643445_TC11","GABRB2","chr5",161547080,"Shore","TSS1500"
"cg16509658_BC11","GABRB2","chr5",161548341,"Island","5UTR;exon_1;5UTR;exon_1"
"cg01138867_BC11","GABRB2","chr5",161548786,"Shore","TSS1500;TSS1500"
"cg01101742_BC11","GABRB2","chr5",161547546,"Shore","TSS1500"
"cg07763047_TC11","GABRB2","chr5",161547831,"Island","TSS1500"
"cg11252048_TC11","GABRB2","chr5",161546998,"Shore","TSS1500"
"cg11042722_TC11","GABRB2","chr5",161548345,"Island","5UTR;exon_1;5UTR;exon_1"
"cg01939681_TC21","GABRB2","chr5",161548018,"Island","TSS1500"
"cg23050361_TC21","GABRB2","chr5",161549411,"Shore","TSS1500;TSS1500"
"cg09482986_TC21","GABRB2","chr5",161549149,"Shore","TSS1500;TSS1500"
"cg05518567_TC21","GABRB2","chr5",161549204,"Shore","TSS1500;TSS1500"
"cg18794976_BC21","GABRB2","chr5",161375604,"OpenSea",""
"cg25986202_TC21","GABRB2","chr5",161545925,"Shore",""
"cg21242208_BC21","GABRB2","chr5",161544788,"Shelf",""
"cg08159065_TC21","GABRB2","chr5",161549272,"Shore","TSS1500;TSS1500"
"cg11676295_TC21","GABRB2","chr5",161382241,"OpenSea",""
"cg10037414_TC21","GABRB2","chr5",161546736,"Shore","exon_2;5UTR;exon_2;5UTR;TSS200"
"cg24171764_BC21","GABRB2","chr5",161547188,"Shore","TSS1500"
"cg06600429_TC21","GABRB2","chr5",161548950,"Shore","TSS1500;TSS1500"
"cg27310319_TC21","GABRB2","chr5",161548972,"Shore","TSS1500;TSS1500"
"cg06056880_BC21","GABRB2","chr5",161290423,"OpenSea","3UTR;exon_10;3UTR;exon_10;3UTR;exon_11"
"cg00524310_BC21","GABRB2","chr5",161546730,"Shore","exon_2;5UTR;exon_2;5UTR;TSS200"
"cg00252615_TC21","GABRB2","chr5",161549277,"Shore","TSS1500;TSS1500"
"cg17673691_TC21","GABRB2","chr5",161326385,"OpenSea","exon_9;exon_10"
"cg21034865_TC21","GABRB2","chr5",161312221,"OpenSea",""
"cg09540344_BC21","GABRB2","chr5",161299364,"OpenSea",""
"cg19971650_BC21","GABRB2","chr5",161546743,"Shore","exon_2;5UTR;exon_2;5UTR;TSS200"
"cg02268227_BC21","GABRB2","chr5",161546994,"Shore","TSS1500"
"cg13282216_TC21","GABRB2","chr5",161302752,"OpenSea",""
"cg05024587_BC21","GABRB2","chr5",161278743,"OpenSea",""
"cg04744597_TC21","GABRB2","chr5",161549191,"Shore","TSS1500;TSS1500"
"cg04055989_BC21","GABRB2","chr5",161548354,"Island","5UTR;exon_1;5UTR;exon_1"
"cg06455418_BC21","GABRB2","chr5",161536089,"OpenSea",""
"cg01543871_BC21","GABRB2","chr5",161414392,"OpenSea",""
"cg15066954_TC21","GABRB2","chr5",161546931,"Shore","TSS1500"
"cg07306063_BC21","GABRB2","chr5",161314130,"OpenSea",""
"cg03199791_BC21","GABRB2","chr5",161545506,"Shelf",""
"cg08796798_BC21","GABRB2","chr5",161544546,"Shelf",""
"cg08796798_BC22","GABRB2","chr5",161544546,"Shelf",""
"cg08795530_TC21","GABRB2","chr5",161306755,"OpenSea",""
"cg08621611_BC11","GRIN2A","chr16",10183397,"Island","TSS1500;TSS1500;TSS1500"
"cg03935060_BC11","GRIN2A","chr16",10178164,"Shore",""
"cg00518386_BC11","GRIN2A","chr16",10183127,"Island","TSS1500;TSS1500;TSS1500"
"cg10675427_TC11","GRIN2A","chr16",10182212,"Island","5UTR;exon_1;TSS200"
"cg04761722_TC11","GRIN2A","chr16",10180458,"Island",""
"cg04933990_TC11","GRIN2A","chr16",10039644,"OpenSea",""
"cg03762483_TC11","GRIN2A","chr16",10180990,"Island",""
"cg05406943_BC11","GRIN2A","chr16",10182077,"Island","5UTR;exon_1;TSS200"
"cg10276272_BC11","GRIN2A","chr16",10177965,"Shelf",""
"cg06299307_BC11","GRIN2A","chr16",10039609,"OpenSea",""
"cg16368442_TC11","GRIN2A","chr16",10182942,"Island","TSS1500;TSS200;TSS1500"
"cg20943121_TC11","GRIN2A","chr16",10182828,"Island","5UTR;exon_1;TSS1500;TSS1500"
"cg14011057_BC11","GRIN2A","chr16",10182944,"Island","TSS1500;TSS200;TSS1500"
"cg10951859_TC11","GRIN2A","chr16",10182512,"Island","TSS200;TSS1500"
"cg25119571_BC11","GRIN2A","chr16",10182573,"Island","TSS200;TSS1500"
"cg00287829_TC11","GRIN2A","chr16",10182518,"Island","TSS200;TSS1500"
"cg06758670_TC11","GRIN2A","chr16",10182526,"Island","TSS200;TSS1500"
"cg07642043_BC11","GRIN2A","chr16",10182817,"Island","5UTR;exon_1;TSS1500;TSS1500"
"cg06880615_BC11","GRIN2A","chr16",9957643,"OpenSea",""
"cg08001123_BC11","GRIN2A","chr16",9849829,"OpenSea","exon_6;exon_5;exon_5"
"cg16783478_TC11","GRIN2A","chr16",9849800,"OpenSea","exon_6;exon_5;exon_5"
"cg09239744_TC11","GRIN2A","chr16",10182723,"Island","5UTR;exon_1;TSS1500;TSS1500"
"cg27644733_TC11","GRIN2A","chr16",9763359,"OpenSea","exon_14;exon_14;exon_13"
"cg01722994_TC21","GRIN2A","chr16",10183460,"Island","TSS1500;TSS1500;TSS1500"
"cg16378117_BC21","GRIN2A","chr16",9763947,"OpenSea","exon_14;exon_13;exon_13"
"cg06922606_TC21","GRIN2A","chr16",10180775,"Island",""
"cg25047001_TC21","GRIN2A","chr16",10183160,"Island","TSS1500;TSS1500;TSS1500"
"cg02415992_TC21","GRIN2A","chr16",10008421,"OpenSea",""
"cg00740198_TC21","GRIN2A","chr16",9758143,"OpenSea","3UTR;3UTR;3UTR;exon_14;exon_14;exon_13"
"cg18391758_BC21","GRIN2A","chr16",10181106,"Island",""
"cg00116766_TC21","GRIN2A","chr16",9763757,"OpenSea","exon_14;exon_13"
"cg09923769_TC21","GRIN2A","chr16",9824431,"OpenSea",""
"cg19390203_BC21","GRIN2A","chr16",10078886,"OpenSea",""
"cg10116505_BC21","GRIN2A","chr16",10180207,"Island","exon_3;exon_2;exon_2"
"cg04498349_TC21","GRIN2A","chr16",10180460,"Island",""
"cg05195889_BC21","GRIN2A","chr16",9846750,"OpenSea",""
"cg08204867_TC21","GRIN2A","chr16",10114569,"OpenSea",""
"cg02585344_TC21","GRIN2A","chr16",10182235,"Island","5UTR;exon_1;TSS200"
"cg24764979_TC21","GRIN2A","chr16",10182743,"Island","5UTR;exon_1;TSS1500;TSS1500"
"cg06829391_BC21","GRIN2A","chr16",9763294,"OpenSea","3UTR;exon_14;exon_14;exon_13"
"cg01344243_TC21","GRIN2A","chr16",9761423,"OpenSea","3UTR;3UTR;3UTR;exon_14;exon_14;exon_13"
"cg03764381_BC21","GRIN2A","chr16",10181553,"Island",""
"cg00534626_BC21","GRIN2A","chr16",9770873,"OpenSea",""
"cg00792185_BC21","GRIN2A","chr16",9762103,"OpenSea","3UTR;3UTR;3UTR;exon_14;exon_14;exon_13"
"cg09622330_BC21","GRIN2A","chr16",10111405,"OpenSea",""
"cg03616148_BC21","GRIN2A","chr16",9817672,"OpenSea",""
"cg04675204_TC21","GRIN2A","chr16",10085914,"OpenSea",""
"cg03015368_TC21","GRIN2A","chr16",9971365,"OpenSea",""
"cg09001143_BC21","GRIN2A","chr16",9763618,"OpenSea","exon_14;exon_13"
"cg06193383_BC21","GRIN2A","chr16",10181910,"Island","5UTR;exon_2;5UTR;exon_1;5UTR;exon_1"
"cg01573710_TC21","GRIN2A","chr16",9759043,"OpenSea","3UTR;3UTR;3UTR;exon_14;exon_14;exon_13"
"cg10025843_TC21","GRIN2A","chr16",9840765,"OpenSea","exon_8;exon_7;exon_7"
"cg12696047_BC21","GRIN2A","chr16",10093493,"OpenSea",""
"cg15984300_BC21","GRIN2A","chr16",9797333,"OpenSea",""
"cg00918743_BC21","GRIN2A","chr16",9970822,"OpenSea",""
"cg13842349_TC21","GRIN2A","chr16",9779098,"OpenSea",""
"cg18056212_BC21","GRIN2A","chr16",10132708,"OpenSea",""
"cg22113540_BC21","GRIN2A","chr16",10031664,"OpenSea",""
"cg09461286_BC21","GRIN2A","chr16",10182224,"Island","5UTR;exon_1;TSS200"
"cg16669395_TC21","GRIN2A","chr16",10114560,"OpenSea",""
"cg16904585_BC21","GRIN2A","chr16",10182262,"Island","5UTR;exon_1;TSS200"
"cg15134033_TC21","GRIN2A","chr16",10180558,"Island",""
"cg13253586_BC21","GRIN2A","chr16",9836707,"OpenSea",""
"cg09828942_BC21","GRIN2A","chr16",10032049,"OpenSea",""
"cg19958582_TC21","GRIN2A","chr16",10013647,"OpenSea",""
"cg22871336_BC21","GRIN2A","chr16",10010030,"OpenSea",""
"cg15562326_TC21","GRIN2A","chr16",9914584,"OpenSea",""
"cg25332095_TC21","GRIN2A","chr16",9906507,"OpenSea",""
"cg18905303_TC21","GRIN2A","chr16",9868853,"OpenSea",""
"cg23963841_TC21","GRIN2A","chr16",10173089,"OpenSea",""
"cg06514283_BC21","GRIN2A","chr16",10032259,"OpenSea",""
"cg18021626_TC21","GRIN2A","chr16",9969698,"OpenSea",""
"cg04940002_BC21","GRIN2A","chr16",9972039,"OpenSea",""
"cg02985145_TC21","GRIN2A","chr16",10032460,"OpenSea",""
"cg13555959_TC21","GRIN2A","chr16",9854989,"OpenSea",""
"cg04628884_BC21","GRIN2A","chr16",9821355,"OpenSea",""
"cg15080528_TC21","GRIN2A","chr16",9946249,"OpenSea",""
"cg09737292_BC21","GRIN2A","chr16",10076045,"OpenSea",""
"cg00528079_BC21","GRIN2A","chr16",9967016,"OpenSea",""
"cg07809360_BC21","GRIN2A","chr16",9971601,"OpenSea",""
"cg06425263_BC21","GRIN2A","chr16",10137082,"OpenSea",""
"cg23894919_BC21","GRIN2A","chr16",9758334,"OpenSea","3UTR;3UTR;3UTR;exon_14;exon_14;exon_13"
"cg08444674_TC21","GRIN2A","chr16",9908846,"OpenSea",""
"cg21117483_BC21","GRIN2A","chr16",10100871,"OpenSea",""
"cg21116332_BC21","GRIN2A","chr16",9970497,"OpenSea",""
"cg14906193_BC21","GRIN2A","chr16",9788021,"OpenSea",""
"cg21116916_BC21","GRIN2A","chr16",10038070,"OpenSea",""
"cg07059115_BC21","GRIN2A","chr16",9914525,"OpenSea",""
"cg03644025_BC21","GRIN2A","chr16",9769148,"OpenSea",""
"cg14793110_BC21","GRIN2A","chr16",9797188,"OpenSea",""
"cg25317255_BC21","GRIN2A","chr16",9797606,"OpenSea",""
"cg21115216_BC21","GRIN2A","chr16",9841007,"OpenSea","exon_7;exon_6;exon_6"
"cg21115813_BC21","GRIN2A","chr16",9914003,"OpenSea",""
"cg07561162_TC21","GRIN2A","chr16",10080560,"OpenSea",""
"cg01348055_TC21","GRIN2A","chr16",10178931,"Shore",""
"cg03866831_BC21","GRIN2A","chr16",9755570,"OpenSea","3UTR;3UTR;3UTR;exon_14;exon_14;exon_13"
"cg04077795_BC21","GRIN2A","chr16",9764068,"OpenSea","exon_14;exon_13;exon_13"
